Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2),Person_ID
3171374,0.2,0.0,-9.53,Person_1
3171386,0.24,0.0,-9.53,Person_1
3171398,0.16,-0.04,-9.53,Person_1
3171410,0.2,0.0,-9.53,Person_1
3171422,0.2,0.04,-9.53,Person_1
3171434,0.16,0.0,-9.53,Person_1
3171446,0.2,0.0,-9.57,Person_1
3171458,0.2,0.04,-9.53,Person_1
3171470,0.16,0.0,-9.53,Person_1
3171482,0.2,0.0,-9.57,Person_1
3171494,0.2,0.0,-9.57,Person_1
3171506,0.2,0.0,-9.53,Person_1
3171518,0.16,0.0,-9.49,Person_1
3171530,0.2,0.0,-9.53,Person_1
3171542,0.2,0.04,-9.57,Person_1
3171554,0.16,-0.78,-10.67,Person_1
3171566,0.16,-0.16,-11.65,Person_1
3171578,0.16,-0.39,-10.9,Person_1
3171590,0.2,0.12,-8.32,Person_1
3171602,0.12,-0.08,-10.4,Person_1
3171614,0.2,0.12,-9.1,Person_1
3171626,0.27,-0.12,-9.73,Person_1
3171638,0.08,0.0,-9.53,Person_1
3171650,0.12,-0.04,-9.73,Person_1
3171662,0.16,0.0,-9.26,Person_1
3171674,0.24,-0.04,-9.85,Person_1
3171686,0.16,0.0,-9.41,Person_1
3171698,0.24,0.0,-9.41,Person_1
3171710,0.16,0.04,-9.49,Person_1
3171722,0.16,0.04,-9.61,Person_1
3171734,0.2,0.0,-9.57,Person_1
3171746,0.2,0.04,-9.61,Person_1
3171758,0.24,0.0,-9.45,Person_1
3171770,0.2,0.0,-9.49,Person_1
3171782,0.24,-0.04,-9.57,Person_1
3171794,0.2,-0.04,-9.45,Person_1
3171806,0.16,0.0,-9.53,Person_1
3171818,0.24,0.0,-9.57,Person_1
3171830,0.16,0.0,-9.53,Person_1
3171842,0.16,0.0,-9.53,Person_1
3171854,0.12,0.0,-9.53,Person_1
3171866,0.2,-0.04,-9.53,Person_1
3171878,0.16,0.04,-9.53,Person_1
3171890,0.16,0.0,-9.53,Person_1
3171902,0.16,0.0,-9.53,Person_1
3171914,0.2,0.0,-9.57,Person_1
3171926,0.2,0.0,-9.53,Person_1
3171938,0.2,0.04,-9.53,Person_1
3171950,0.31,0.0,-9.53,Person_1
3171962,0.2,0.0,-9.61,Person_1
3171974,0.16,0.04,-9.57,Person_1
3171986,0.16,0.0,-9.53,Person_1
3171998,0.2,0.0,-9.57,Person_1
3172010,0.2,0.0,-9.53,Person_1
3172022,0.2,0.0,-9.53,Person_1
3172034,0.16,0.0,-9.53,Person_1
3172046,0.2,0.04,-9.61,Person_1
3172058,0.2,0.0,-9.57,Person_1
3172070,0.16,0.0,-9.57,Person_1
3172082,0.16,0.04,-9.57,Person_1
3172094,0.2,-0.04,-9.53,Person_1
3172106,0.16,-0.04,-9.45,Person_1
3172118,0.16,0.04,-9.57,Person_1
3172130,0.2,0.04,-9.57,Person_1
3172142,0.16,0.0,-9.61,Person_1
3172154,0.16,0.0,-9.61,Person_1
3172166,0.16,0.0,-9.61,Person_1
3172178,0.12,0.04,-9.53,Person_1
3172190,0.2,0.04,-9.53,Person_1
3172202,0.2,0.0,-9.57,Person_1
3172214,0.2,0.0,-9.53,Person_1
3172226,0.24,0.0,-9.57,Person_1
3172238,0.16,0.0,-9.53,Person_1
3172250,0.2,0.0,-9.57,Person_1
3172262,0.2,0.0,-9.53,Person_1
3172274,0.2,0.0,-9.57,Person_1
3172286,0.2,0.0,-9.49,Person_1
3172298,0.2,0.0,-9.53,Person_1
3172310,0.24,0.0,-9.53,Person_1
3172322,0.2,0.0,-9.53,Person_1
3172334,0.16,0.04,-9.57,Person_1
3172346,0.2,0.0,-9.61,Person_1
3172358,0.2,0.0,-9.53,Person_1
3172370,0.16,0.0,-9.49,Person_1
3172382,0.2,0.04,-9.57,Person_1
3172394,0.12,0.04,-9.53,Person_1
3172406,0.2,0.0,-9.57,Person_1
3172418,0.31,-0.86,-12.55,Person_1
3172430,0.27,0.0,-11.3,Person_1
3172442,0.12,0.08,-10.83,Person_1
3172454,0.31,-0.12,-8.43,Person_1
3172466,0.2,-0.04,-10.71,Person_1
3172478,0.2,0.12,-8.94,Person_1
3172490,0.2,-0.12,-9.85,Person_1
3172502,0.16,0.0,-9.61,Person_1
3172514,0.12,-0.08,-9.73,Person_1
3172526,0.2,0.0,-9.3,Person_1
3172538,0.2,-0.04,-9.92,Person_1
3172550,0.16,0.04,-9.34,Person_1
3172562,0.2,0.04,-9.38,Person_1
3172574,0.16,0.04,-9.61,Person_1
3172586,0.2,0.04,-9.49,Person_1
3172598,0.16,0.04,-9.53,Person_1
3172610,0.2,0.0,-9.53,Person_1
3172622,0.2,0.04,-9.61,Person_1
3172634,0.16,0.0,-9.61,Person_1
3172646,0.16,0.0,-9.61,Person_1
3172658,0.2,0.04,-9.53,Person_1
3172670,0.2,0.04,-9.57,Person_1
3172682,0.16,0.04,-9.53,Person_1
3172694,0.2,0.04,-9.57,Person_1
3172706,0.2,0.04,-9.53,Person_1
3172718,0.12,0.0,-9.57,Person_1
3172730,0.2,0.0,-9.49,Person_1
3172742,0.2,0.04,-9.45,Person_1
3172754,0.16,0.0,-9.53,Person_1
3172766,0.16,0.0,-9.53,Person_1
3172778,0.2,0.0,-9.53,Person_1
3172790,0.16,0.0,-9.49,Person_1
3172802,0.2,0.04,-9.57,Person_1
3172814,0.2,0.04,-9.57,Person_1
3172826,0.16,0.04,-9.57,Person_1
3172838,0.2,0.04,-9.57,Person_1
3172850,0.2,0.0,-9.53,Person_1
3172862,0.24,0.0,-9.53,Person_1
3172874,0.16,0.0,-9.53,Person_1
3172886,0.16,0.0,-9.53,Person_1
3172898,0.16,0.0,-9.57,Person_1
3172910,0.16,0.0,-9.53,Person_1
3172922,0.2,0.04,-9.57,Person_1
3172934,0.24,0.0,-9.57,Person_1
3172946,0.2,0.0,-9.61,Person_1
3172958,0.16,0.0,-9.53,Person_1
3172970,0.2,0.0,-9.53,Person_1
3172982,0.16,0.0,-9.53,Person_1
3172994,0.2,0.0,-9.53,Person_1
3173006,0.2,0.0,-9.53,Person_1
3173018,0.2,0.0,-9.57,Person_1
3173030,0.2,0.0,-9.57,Person_1
3173042,0.2,0.0,-9.53,Person_1
3173054,0.2,0.0,-9.57,Person_1
3173066,0.2,0.0,-9.57,Person_1
3173078,0.16,0.0,-9.53,Person_1
3173090,0.16,0.0,-9.49,Person_1
3173102,0.24,-0.04,-9.53,Person_1
3173114,0.2,0.04,-9.49,Person_1
3173126,0.2,0.0,-9.53,Person_1
3173138,0.16,0.0,-9.57,Person_1
3173150,0.16,0.0,-9.53,Person_1
3173162,0.16,0.04,-9.61,Person_1
3173174,0.16,0.04,-9.57,Person_1
3173186,0.2,0.0,-9.53,Person_1
3173198,0.16,0.04,-9.57,Person_1
3173210,0.2,0.0,-9.57,Person_1
3173222,0.16,0.0,-9.53,Person_1
3173234,0.2,0.04,-9.61,Person_1
3173246,0.2,0.04,-9.57,Person_1
3173258,0.24,0.0,-9.45,Person_1
3173270,0.2,0.08,-9.3,Person_1
3173282,0.31,0.08,-9.65,Person_1
3173294,0.35,0.27,-9.45,Person_1
3173306,0.24,0.08,-10.16,Person_1
3173318,0.2,0.04,-8.87,Person_1
3173330,0.2,0.04,-10.0,Person_1
3173342,0.24,0.0,-9.22,Person_1
3173354,0.2,0.0,-9.65,Person_1
3173366,0.2,-0.04,-9.69,Person_1
3173378,0.12,0.0,-9.53,Person_1
3173390,0.2,0.0,-9.38,Person_1
3173402,0.24,0.0,-9.73,Person_1
3173414,0.2,0.04,-9.45,Person_1
3173426,0.2,0.0,-9.34,Person_1
3173438,0.2,0.0,-9.61,Person_1
3173450,0.2,0.04,-9.53,Person_1
3173462,0.16,0.0,-9.53,Person_1
3173474,0.27,0.0,-9.49,Person_1
3173486,0.2,-0.04,-9.57,Person_1
3173498,0.2,-0.04,-9.53,Person_1
3173510,0.2,0.0,-9.57,Person_1
3173522,0.16,0.0,-9.49,Person_1
3173534,0.2,0.0,-9.53,Person_1
3173546,0.2,0.04,-9.53,Person_1
3173558,0.2,0.0,-9.57,Person_1
3173570,0.16,0.04,-9.57,Person_1
3173582,0.24,0.04,-9.57,Person_1
3173594,0.2,0.0,-9.53,Person_1
3173606,0.16,0.0,-9.49,Person_1
3173618,0.16,0.0,-9.53,Person_1
3173630,0.2,0.0,-9.57,Person_1
3173642,0.2,0.0,-9.53,Person_1
3173654,0.2,0.0,-9.49,Person_1
3173666,0.27,0.04,-9.49,Person_1
3173678,0.2,0.04,-9.57,Person_1
3173690,0.16,0.04,-9.57,Person_1
3173702,0.24,0.0,-9.57,Person_1
3173714,0.2,0.0,-9.53,Person_1
3173726,0.24,0.0,-9.49,Person_1
3173738,0.16,0.0,-9.53,Person_1
3173750,0.2,0.0,-9.49,Person_1
3173762,0.12,0.04,-9.57,Person_1
3173774,0.2,0.04,-9.53,Person_1
3173786,0.2,0.0,-9.49,Person_1
3173798,0.16,0.0,-9.57,Person_1
3173810,0.2,0.0,-9.53,Person_1
3173822,0.2,0.0,-9.53,Person_1
3173834,0.2,0.0,-9.53,Person_1
3173846,0.2,0.0,-9.49,Person_1
3173858,0.2,-0.04,-9.57,Person_1
3173870,0.24,0.0,-9.61,Person_1
3173882,0.16,0.04,-9.53,Person_1
3173894,0.2,0.0,-9.57,Person_1
3173906,0.24,0.0,-9.53,Person_1
3173918,0.24,0.0,-9.53,Person_1
3173930,0.2,0.0,-9.57,Person_1
3173942,0.2,0.0,-9.57,Person_1
3173954,0.16,0.04,-9.53,Person_1
3173966,0.2,0.0,-9.53,Person_1
3173978,0.2,0.04,-9.53,Person_1
3173990,0.2,0.0,-9.57,Person_1
3174002,0.2,0.04,-9.61,Person_1
3174014,0.24,0.04,-9.57,Person_1
3174026,0.24,0.04,-9.57,Person_1
3174038,0.2,0.04,-9.57,Person_1
3174050,0.2,0.04,-9.61,Person_1
3174062,0.24,0.0,-9.53,Person_1
3174074,0.16,0.04,-9.53,Person_1
3174086,0.2,0.04,-9.57,Person_1
3174098,0.24,0.0,-9.49,Person_1
3174110,0.16,0.0,-9.57,Person_1
3174122,0.2,0.08,-9.02,Person_1
3174134,0.16,0.16,-9.02,Person_1
3174146,0.24,0.04,-9.49,Person_1
3174158,0.24,0.08,-9.61,Person_1
3174170,0.16,0.0,-9.38,Person_1
3174182,0.24,0.0,-9.57,Person_1
3174194,0.2,0.04,-9.57,Person_1
3174206,0.16,0.04,-9.45,Person_1
3174218,0.16,0.04,-9.57,Person_1
3174230,0.2,0.0,-9.57,Person_1
3174242,0.2,-0.04,-9.49,Person_1
3174254,0.2,0.0,-9.57,Person_1
3174266,0.2,0.0,-9.53,Person_1
3174278,0.2,0.04,-9.49,Person_1
3174290,0.16,0.0,-9.49,Person_1
3174302,0.16,0.04,-9.61,Person_1
3174314,0.24,0.0,-9.57,Person_1
3174326,0.2,0.0,-9.49,Person_1
3174338,0.2,0.0,-9.53,Person_1
3174350,0.2,0.0,-9.57,Person_1
3174362,0.2,0.0,-9.57,Person_1
3174374,0.24,-0.04,-9.53,Person_1
3174386,0.24,0.04,-9.53,Person_1
3174398,0.2,0.04,-9.53,Person_1
3174410,0.2,0.04,-9.53,Person_1
3174422,0.24,0.0,-9.57,Person_1
3174434,0.2,0.0,-9.53,Person_1
3174446,0.2,0.0,-9.53,Person_1
3174458,0.24,0.0,-9.49,Person_1
3174470,0.24,0.0,-9.57,Person_1
3174482,0.2,0.0,-9.53,Person_1
3174494,0.2,0.0,-9.57,Person_1
3174506,0.16,0.0,-9.57,Person_1
3174518,0.2,0.0,-9.57,Person_1
3174530,0.24,0.0,-9.53,Person_1
3174542,0.24,0.04,-9.53,Person_1
3174554,0.2,0.0,-9.57,Person_1
3174566,0.24,0.0,-9.57,Person_1
3174578,0.2,0.04,-9.53,Person_1
3174590,0.24,0.0,-9.57,Person_1
3174602,0.16,0.0,-9.57,Person_1
3174614,0.24,0.0,-9.57,Person_1
3174626,0.2,0.0,-9.53,Person_1
3174638,0.2,0.0,-9.53,Person_1
3174650,0.2,0.0,-9.57,Person_1
3174662,0.16,0.0,-9.57,Person_1
3174674,0.2,0.0,-9.61,Person_1
3174686,0.16,0.0,-9.53,Person_1
3174698,0.16,0.0,-9.57,Person_1
3174710,0.2,0.0,-9.49,Person_1
3174722,0.2,0.0,-9.49,Person_1
3174734,0.16,0.0,-9.49,Person_1
3174746,0.2,0.0,-9.53,Person_1
3174758,0.2,0.0,-9.53,Person_1
3174770,0.2,0.0,-9.53,Person_1
3174782,0.16,0.0,-9.49,Person_1
3174794,0.2,0.0,-9.53,Person_1
3174806,0.24,0.04,-9.49,Person_1
3174818,0.16,0.04,-9.53,Person_1
3174830,0.16,0.0,-9.57,Person_1
3174842,0.16,0.0,-9.57,Person_1
3174854,0.2,0.0,-9.53,Person_1
3174866,0.16,0.04,-9.57,Person_1
3174878,0.16,0.0,-9.53,Person_1
3174890,0.16,0.0,-9.53,Person_1
3174902,0.16,0.04,-9.53,Person_1
3174914,0.2,0.0,-9.53,Person_1
3174926,0.2,0.0,-9.53,Person_1
3174938,0.2,0.0,-9.57,Person_1
3174950,0.2,0.0,-9.53,Person_1
3174962,0.16,0.0,-9.57,Person_1
3174974,0.16,0.0,-9.49,Person_1
3174986,0.27,-0.51,-11.49,Person_1
3174998,0.35,0.16,-10.51,Person_1
3175010,0.27,-0.31,-9.38,Person_1
3175022,0.27,-0.16,-8.63,Person_1
3175034,0.2,0.04,-10.71,Person_1
3175046,0.27,0.12,-8.94,Person_1
3175058,0.16,-0.04,-9.92,Person_1
3175070,0.16,0.04,-9.26,Person_1
3175082,0.31,0.0,-9.57,Person_1
3175094,0.27,-0.04,-9.41,Person_1
3175106,0.2,0.0,-9.85,Person_1
3175118,0.16,0.0,-9.3,Person_1
3175130,0.16,0.0,-9.77,Person_1
3175142,0.2,0.04,-9.61,Person_1
3175154,0.2,0.0,-9.49,Person_1
3175166,0.2,0.0,-9.61,Person_1
3175178,0.16,0.0,-9.45,Person_1
3175190,0.2,-0.04,-9.49,Person_1
3175202,0.16,-0.04,-9.57,Person_1
3175214,0.16,0.0,-9.57,Person_1
3175226,0.16,-0.04,-9.45,Person_1
3175238,0.2,0.04,-9.57,Person_1
3175250,0.16,0.0,-9.49,Person_1
3175262,0.16,0.04,-9.45,Person_1
3175274,0.2,0.0,-9.53,Person_1
3175286,0.2,0.0,-9.49,Person_1
3175298,0.2,0.0,-9.57,Person_1
3175310,0.2,0.0,-9.49,Person_1
3175322,0.16,0.0,-9.49,Person_1
3175334,0.16,0.0,-9.57,Person_1
3175346,0.2,0.0,-9.57,Person_1
3175358,0.2,-0.04,-9.49,Person_1
3175370,0.2,0.0,-9.57,Person_1
3175382,0.2,0.04,-9.49,Person_1
3175394,0.16,0.0,-9.53,Person_1
3175406,0.2,0.0,-9.53,Person_1
3175418,0.2,0.04,-9.53,Person_1
3175430,0.2,0.0,-9.57,Person_1
3175442,0.2,0.0,-9.57,Person_1
3175454,0.16,0.0,-9.57,Person_1
3175466,0.2,0.04,-9.53,Person_1
3175478,0.2,0.0,-9.53,Person_1
3175490,0.2,0.0,-9.61,Person_1
3175502,0.2,0.0,-9.57,Person_1
3175514,0.2,0.0,-9.53,Person_1
3175526,0.2,0.0,-9.53,Person_1
3175538,0.16,0.0,-9.53,Person_1
3175550,0.2,0.0,-9.57,Person_1
3175562,0.24,0.0,-9.53,Person_1
3175574,0.16,0.04,-9.57,Person_1
3175586,0.2,0.0,-9.53,Person_1
3175598,0.24,0.0,-9.53,Person_1
3175610,0.16,0.04,-9.61,Person_1
3175622,0.2,0.04,-9.57,Person_1
3175634,0.24,0.0,-9.57,Person_1
3175646,0.12,0.04,-9.53,Person_1
3175658,0.16,0.0,-9.49,Person_1
3175670,0.16,0.0,-9.53,Person_1
3175682,0.16,0.0,-9.57,Person_1
3175694,0.24,0.04,-9.57,Person_1
3175706,0.16,0.04,-9.57,Person_1
3175718,0.16,0.0,-9.57,Person_1
3175730,0.2,0.0,-9.57,Person_1
3175742,0.16,0.04,-9.49,Person_1
3175754,0.2,0.04,-9.49,Person_1
3175766,0.2,0.0,-9.53,Person_1
3175778,0.16,0.04,-9.57,Person_1
3175790,0.16,0.0,-9.49,Person_1
3175802,0.16,0.0,-9.57,Person_1
3175814,0.2,0.04,-9.49,Person_1
3175826,0.2,0.0,-9.53,Person_1
3175838,0.16,0.0,-9.57,Person_1
3175850,0.16,0.0,-9.53,Person_1
3175862,0.16,0.0,-9.53,Person_1
3175874,0.16,0.04,-9.49,Person_1
3175886,0.2,0.0,-9.57,Person_1
3175898,0.16,0.0,-9.57,Person_1
3175910,0.2,0.04,-9.57,Person_1
3175922,0.16,0.0,-9.53,Person_1
3175934,0.2,0.0,-9.49,Person_1
3175946,0.2,0.0,-9.53,Person_1
3175958,0.2,0.0,-9.57,Person_1
3175970,0.2,0.0,-9.53,Person_1
3175982,0.16,0.04,-9.53,Person_1
3175994,0.16,0.0,-9.53,Person_1
3176006,0.2,0.08,-9.38,Person_1
3176018,0.16,0.08,-8.94,Person_1
3176030,0.12,0.04,-9.3,Person_1
3176042,0.12,0.04,-9.41,Person_1
3176054,0.2,0.04,-9.3,Person_1
3176066,0.16,0.04,-9.41,Person_1
3176078,0.12,0.0,-9.53,Person_1
3176090,0.16,0.0,-9.41,Person_1
3176102,0.2,0.0,-9.61,Person_1
3176114,0.16,0.0,-9.41,Person_1
3176126,0.2,-0.04,-9.53,Person_1
3176138,0.16,0.0,-9.53,Person_1
3176150,0.2,0.0,-9.53,Person_1
3176162,0.16,0.0,-9.49,Person_1
3176174,0.2,0.04,-9.53,Person_1
3176186,0.2,0.0,-9.57,Person_1
3176198,0.2,0.0,-9.49,Person_1
3176210,0.16,0.04,-9.57,Person_1
3176222,0.2,0.0,-9.53,Person_1
3176234,0.16,0.0,-9.61,Person_1
3176246,0.2,0.04,-9.49,Person_1
3176258,0.16,0.0,-9.57,Person_1
3176270,0.2,0.0,-9.53,Person_1
3176282,0.16,0.0,-9.57,Person_1
3176294,0.2,0.04,-9.57,Person_1
3176306,0.2,0.04,-9.49,Person_1
3176318,0.16,0.0,-9.61,Person_1
3176330,0.16,0.0,-9.53,Person_1
3176342,0.16,0.0,-9.53,Person_1
3176354,0.16,0.0,-9.57,Person_1
3176366,0.2,0.0,-9.49,Person_1
3176378,0.24,0.0,-9.49,Person_1
3176390,0.2,0.0,-9.57,Person_1
3176402,0.16,0.0,-9.49,Person_1
3176414,0.24,0.0,-9.53,Person_1
3176426,0.24,0.04,-9.53,Person_1
3176438,0.2,0.0,-9.57,Person_1
3176450,0.2,0.0,-9.49,Person_1
3176462,0.16,0.0,-9.57,Person_1
3176474,0.2,0.0,-9.45,Person_1
3176486,0.2,0.0,-9.57,Person_1
3176498,0.16,0.0,-9.57,Person_1
3176510,0.16,0.0,-9.53,Person_1
3176522,0.2,0.04,-9.53,Person_1
3176534,0.16,0.0,-9.57,Person_1
3176546,0.16,0.04,-9.53,Person_1
3176558,0.2,0.0,-9.57,Person_1
3176570,0.2,0.0,-9.53,Person_1
3176582,0.16,0.0,-9.53,Person_1
3176594,0.16,0.0,-9.53,Person_1
3176606,0.16,0.0,-9.49,Person_1
3176618,0.2,0.04,-9.53,Person_1
3176630,0.16,0.0,-9.57,Person_1
3176642,0.16,0.0,-9.57,Person_1
3176654,0.16,0.0,-9.57,Person_1
3176666,0.16,0.0,-9.57,Person_1
3176678,0.24,0.04,-9.49,Person_1
3176690,0.16,0.04,-9.57,Person_1
3176702,0.16,0.0,-9.53,Person_1
3176714,0.2,0.0,-9.53,Person_1
3176726,0.16,0.0,-9.53,Person_1
3176738,0.24,0.04,-9.49,Person_1
3176750,0.16,0.0,-9.57,Person_1
3176762,0.24,0.0,-9.57,Person_1
3176774,0.16,0.0,-9.53,Person_1
3176786,0.24,0.0,-9.53,Person_1
3176798,0.16,0.0,-9.57,Person_1
3176810,0.2,0.0,-9.53,Person_1
3176822,0.2,0.0,-9.57,Person_1
3176834,0.2,0.0,-9.53,Person_1
3176846,0.27,-0.04,-9.53,Person_1
3176858,0.27,-0.63,-11.14,Person_1
3176870,0.2,-0.43,-9.18,Person_1
3176882,0.16,0.12,-10.59,Person_1
3176894,0.27,-0.04,-8.63,Person_1
3176906,0.16,0.04,-10.51,Person_1
3176918,0.31,0.08,-9.06,Person_1
3176930,0.12,0.04,-9.34,Person_1
3176942,0.31,0.04,-9.77,Person_1
3176954,0.12,0.0,-9.57,Person_1
3176966,0.2,0.0,-9.41,Person_1
3176978,0.24,0.0,-9.77,Person_1
3176990,0.16,0.0,-9.69,Person_1
3177002,0.2,0.0,-9.38,Person_1
3177014,0.2,0.0,-9.57,Person_1
3177026,0.24,0.04,-9.53,Person_1
3177038,0.2,0.0,-9.53,Person_1
3177050,0.24,0.0,-9.57,Person_1
3177062,0.2,0.0,-9.57,Person_1
3177074,0.2,0.0,-9.49,Person_1
3177086,0.2,0.0,-9.57,Person_1
3177098,0.2,0.0,-9.49,Person_1
3177110,0.2,0.0,-9.57,Person_1
3177122,0.16,0.04,-9.61,Person_1
3177134,0.24,0.0,-9.53,Person_1
3177146,0.2,0.0,-9.53,Person_1
3177158,0.2,0.0,-9.53,Person_1
3177170,0.2,0.0,-9.53,Person_1
3177182,0.24,0.0,-9.57,Person_1
3177194,0.2,0.0,-9.57,Person_1
3177206,0.2,0.0,-9.57,Person_1
3177218,0.2,0.0,-9.57,Person_1
3177230,0.2,0.0,-9.53,Person_1
3177242,0.2,0.0,-9.53,Person_1
3177254,0.2,0.0,-9.57,Person_1
3177266,0.2,0.0,-9.53,Person_1
3177278,0.2,0.0,-9.53,Person_1
3177290,0.24,-0.04,-9.53,Person_1
3177302,0.2,0.0,-9.53,Person_1
3177314,0.24,0.0,-9.53,Person_1
3177326,0.2,-0.04,-9.57,Person_1
3177338,0.2,0.0,-9.57,Person_1
3177350,0.2,0.0,-9.57,Person_1
3177362,0.2,0.0,-9.53,Person_1
3177374,0.16,0.04,-9.53,Person_1
3177386,0.2,0.04,-9.61,Person_1
3177398,0.2,0.0,-9.53,Person_1
3177410,0.2,0.0,-9.57,Person_1
3177422,0.2,0.0,-9.57,Person_1
3177434,0.2,0.0,-9.57,Person_1
3177446,0.24,0.0,-9.49,Person_1
3177458,0.2,0.0,-9.53,Person_1
3177470,0.2,0.0,-9.53,Person_1
3177482,0.16,0.0,-9.49,Person_1
3177494,0.16,0.0,-9.53,Person_1
3177506,0.16,0.0,-9.53,Person_1
3177518,0.16,0.0,-9.49,Person_1
3177530,0.2,0.04,-9.57,Person_1
3177542,0.2,0.0,-9.53,Person_1
3177554,0.2,0.0,-9.53,Person_1
3177566,0.12,0.04,-9.57,Person_1
3177578,0.16,0.0,-9.61,Person_1
3177590,0.2,0.0,-9.49,Person_1
3177602,0.24,0.0,-9.57,Person_1
3177614,0.2,0.0,-9.53,Person_1
3177626,0.16,0.0,-9.57,Person_1
3177638,0.2,0.0,-9.61,Person_1
3177650,0.24,0.0,-9.57,Person_1
3177662,0.2,-0.04,-9.53,Person_1
3177674,0.16,-0.04,-9.53,Person_1
3177686,0.2,0.0,-9.53,Person_1
3177698,0.24,0.0,-9.49,Person_1
3177710,0.35,0.94,-0.94,Person_1
3177722,-1.06,2.24,-4.59,Person_1
3177734,-1.06,-1.37,-16.48,Person_1
3177746,0.55,0.9,-5.41,Person_1
3177758,-0.04,0.08,-7.02,Person_1
3177770,0.31,0.63,-8.59,Person_1
3177782,0.63,-0.04,-9.81,Person_1
3177794,0.2,-0.2,-9.3,Person_1
3177806,0.39,0.16,-9.73,Person_1
3177818,0.12,-0.04,-9.1,Person_1
3177830,0.16,0.08,-8.98,Person_1
3177842,0.31,-0.08,-9.89,Person_1
3177854,0.08,0.04,-9.61,Person_1
3177866,0.24,0.04,-9.49,Person_1
3177878,0.2,0.16,-9.18,Person_1
3177890,0.2,0.04,-9.57,Person_1
3177902,0.16,0.04,-9.73,Person_1
3177914,0.2,-0.08,-9.38,Person_1
3177926,0.16,0.0,-9.38,Person_1
3177938,0.2,0.0,-9.49,Person_1
3177950,0.24,0.04,-9.69,Person_1
3177962,0.2,0.0,-9.57,Person_1
3177974,0.16,0.04,-9.49,Person_1
3177986,0.2,0.04,-9.61,Person_1
3177998,0.2,0.08,-9.57,Person_1
3178010,0.2,0.0,-9.49,Person_1
3178022,0.2,0.04,-9.57,Person_1
3178034,0.16,0.0,-9.57,Person_1
3178046,0.16,0.0,-9.49,Person_1
3178058,0.24,-0.04,-9.45,Person_1
3178070,0.16,0.0,-9.57,Person_1
3178082,0.2,0.04,-9.57,Person_1
3178094,0.2,0.0,-9.53,Person_1
3178106,0.16,0.0,-9.49,Person_1
3178118,0.16,0.0,-9.53,Person_1
3178130,0.2,0.04,-9.53,Person_1
3178142,0.2,0.0,-9.53,Person_1
3178154,0.16,0.04,-9.53,Person_1
3178166,0.2,0.0,-9.57,Person_1
3178178,0.16,0.0,-9.57,Person_1
3178190,0.16,0.0,-9.57,Person_1
3178202,0.2,-0.04,-9.61,Person_1
3178214,0.2,0.0,-9.53,Person_1
3178226,0.16,0.04,-9.53,Person_1
3178238,0.2,0.0,-9.57,Person_1
3178250,0.2,0.0,-9.57,Person_1
3178262,0.16,0.0,-9.53,Person_1
3178274,0.24,0.04,-9.57,Person_1
3178286,0.2,0.0,-9.53,Person_1
3178298,0.16,0.0,-9.61,Person_1
3178310,0.16,0.0,-9.57,Person_1
3178322,0.16,0.0,-9.53,Person_1
3178334,0.2,0.0,-9.53,Person_1
3178346,0.16,0.04,-9.53,Person_1
3178358,0.2,0.0,-9.57,Person_1
3178370,0.2,0.0,-9.53,Person_1
3178382,0.2,0.0,-9.53,Person_1
3178394,0.2,0.0,-9.49,Person_1
3178406,0.16,0.0,-9.53,Person_1
3178418,0.16,0.0,-9.53,Person_1
3178430,0.16,0.04,-9.53,Person_1
3178442,0.16,0.0,-9.53,Person_1
3178454,0.2,0.0,-9.49,Person_1
3178466,0.16,0.0,-9.53,Person_1
3178478,0.16,0.04,-9.49,Person_1
3178490,0.16,0.0,-9.49,Person_1
3178502,0.16,0.0,-9.53,Person_1
3178514,0.2,-0.04,-9.49,Person_1
3178526,0.16,0.0,-9.49,Person_1
3178538,0.16,0.0,-9.53,Person_1
3178550,0.2,0.0,-9.49,Person_1
3178562,0.2,-0.04,-9.53,Person_1
3178574,0.16,0.0,-9.53,Person_1
3178586,0.16,0.0,-9.57,Person_1
3178598,0.2,0.0,-9.53,Person_1
3178610,0.2,0.0,-9.53,Person_1
3178622,0.2,-0.04,-9.49,Person_1
3178634,0.12,0.0,-9.53,Person_1
3178646,0.12,0.04,-9.3,Person_1
3178658,0.24,-0.27,-10.2,Person_1
3178670,0.24,0.04,-10.2,Person_1
3178682,0.12,-0.2,-8.71,Person_1
3178694,0.04,0.12,-10.12,Person_1
3178706,0.27,0.08,-10.16,Person_1
3178718,0.27,0.0,-9.14,Person_1
3178730,0.2,0.0,-9.81,Person_1
3178742,0.12,0.0,-9.34,Person_1
3178754,0.24,0.04,-9.65,Person_1
3178766,0.16,-0.04,-9.3,Person_1
3178778,0.2,0.0,-9.77,Person_1
3178790,0.16,0.0,-9.45,Person_1
3178802,0.16,0.0,-9.65,Person_1
3178814,0.2,0.04,-9.34,Person_1
3178826,0.24,0.04,-9.57,Person_1
3178838,0.16,0.04,-9.65,Person_1
3178850,0.16,0.0,-9.49,Person_1
3178862,0.2,0.0,-9.53,Person_1
3178874,0.16,0.0,-9.57,Person_1
3178886,0.2,0.0,-9.57,Person_1
3178898,0.24,-0.04,-9.45,Person_1
3178910,0.2,0.0,-9.57,Person_1
3178922,0.2,0.0,-9.61,Person_1
3178934,0.2,0.04,-9.61,Person_1
