Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy
750250,1,0.69,-1.6,43
750450,1,0.41,-2.13,41
750650,1,0.26,-2.31,43
750850,1,1.07,0.09,90
751050,1,1.83,-4.05,40
751250,1,1.42,-3.6,73
751450,1,0.98,-3.6,94
751650,1,1.43,0.11,60
751850,1,1.83,-4.17,41
752050,1,1.51,-3.51,40
752250,1,0.91,-3.91,40
752450,1,0.47,-3.86,41
752650,1,0.27,-3.35,50
752850,1,1.11,0.08,78
753050,1,2.01,-3.64,40
753250,1,1.45,-3.83,41
753450,1,1.14,-4.06,43
753650,1,0.74,-3.78,40
753850,1,0.43,-3.55,40
754050,1,1.31,0.02,49
754250,1,2.23,-3.79,40
754450,1,1.64,-4.11,41
754650,1,1.81,0.07,46
754850,1,1.94,0.06,97
755050,1,2.02,-3.54,42
755250,1,1.72,-3.77,40
755450,1,1.31,-3.88,40
755650,1,0.92,-3.97,40
755850,1,0.55,-3.28,95
756050,1,0.32,-3.77,100
756250,1,1.01,0.11,48
756450,1,1.64,-4.1,42
756650,1,1.37,-3.82,41
756850,1,1.16,-3.84,85
757050,1,0.64,-3.78,50
757250,1,0.52,-3.24,40
757450,1,0.36,-3.51,40
757650,1,1.12,0.1,51
757850,1,1.82,-3.76,40
758050,1,1.47,-3.65,40
758250,1,0.84,-3.67,49
758450,1,1.35,0.05,70
758650,1,1.83,-3.51,87
758850,1,1.18,-1.8,43
759050,1,1.02,-1.17,43
759250,1,0.92,-1.2,45
759450,1,0.84,-0.83,45
759650,1,0.76,-0.52,47
759850,1,0.69,-0.46,46
760050,1,0.64,-0.38,45
760250,1,0.61,-0.31,80
760450,1,0.58,-0.29,97
760650,1,0.61,0.02,53
760850,1,0.6,0.05,84
761050,1,0.63,-0.22,82
761250,1,0.58,-0.1,61
761450,1,0.56,-0.06,42
761650,1,0.55,-0.04,74
761850,1,0.55,-0.03,60
762050,1,0.48,-0.7,40
762250,1,0.57,0.05,79
762450,1,0.69,0.01,80
762650,1,0.71,0.01,43
762850,1,0.82,-1.51,43
763050,1,0.64,-2.27,43
763250,1,0.5,-2.78,40
763450,1,0.23,-2.85,43
763650,1,2.21,-3.58,40
